
,Gene names,Location,median log conc uM median norm,conc uM
9874,GDPGP1,astrocytes,-3.91731964898279,0.019894347178577
9875,GDPGP1,neurons,-4.07957456537971,0.016914660204233
9876,GDPGP1,"subcellular,not specified",-5.35726726649432,0.00471377
9877,GEMIN2,astrocytes,-5.60560483816453,0.00367719576317
9878,GEMIN2,neurons,-5.1457352730922,0.005824190418767
9879,GEMIN2,"subcellular,not specified",-4.11342796517484,0.016351625539988
9880,GEMIN4,astrocytes,-3.34135757124171,0.035388882167281
9881,GEMIN4,large protein complex,-3.40104586616342,0.033338384232593
9882,GEMIN5,astrocytes,-3.91005454121789,0.020039408058156
9883,GEMIN5,large protein complex,-2.7873668781406,0.061583156569796
9884,GEMIN5,neurons,-3.50908927792615,0.029924154619079
9885,GEMIN6,astrocytes,-4.69868633771388,0.009107233075543
9886,GEMIN6,neurons,-3.27020827301175,0.037998512186399
9887,GEMIN6,"subcellular,not specified",-2.6997407304135,0.067222939344245
9888,GEMIN7,astrocytes,-3.76595808997696,0.023145426208035
9889,GEMIN7,neurons,-2.42757758290618,0.088250353023876
9890,GEMIN7,"subcellular,not specified",-4.21295921466608,0.014802499687553
9891,GEMIN8,neurons,-6.45047139199284,0.001579777298818
9892,GEMIN8,"subcellular,not specified",-6.8881025504317,0.001019847114738
9893,GET4,astrocytes,-2.6954797123988,0.067509988626561
9894,GET4,large protein complex,-2.22006966191074,0.108601543170436
9895,GET4,neurons,-2.16569239247616,0.114670510105557
9896,GFAP,astrocytes,2.47552070366965,11.8878955726318
9897,GFAP,axon,-6.68679939422871,0.001247268405797
9898,GFAP,neurons,-1.44395666497526,0.235992167049572
9899,GFER,astrocytes,-2.32147481719496,0.098128756854718
9900,GFER,neurons,-2.94422572444098,0.052642804077151
9901,GFER,"subcellular,not specified",-3.29612917516577,0.037026212353953
9902,GFM1,astrocytes,-1.9988081882517,0.135496673571479
9903,GFM1,axon,-5.67582123282366,0.003427852754872
9904,GFM1,mitochondria,-2.38207007091912,0.092359189413103
9905,GFM1,neurons,-3.02956663564211,0.048336580939167
9906,GFM2,astrocytes,-4.36246425606981,0.012746937197108
9907,GFM2,axon,-7.8138126240556,0.000404114370789
9908,GFM2,mitochondria,-3.88500900382357,0.020547643753239
9909,GFM2,neurons,-5.5353579342617,0.003944796405471
9910,GFM2,"subcellular,not specified",-4.74330483335239,0.00870981408499
9911,GFOD1,astrocytes,-4.44414530747941,0.011747141935876
9912,GFOD1,neurons,-5.55529214275056,0.003866938606473
9913,GFOD1,"subcellular,not specified",-6.43322936578828,0.001607252039849
9914,GFOD2,astrocytes,-3.72019552086865,0.02422923006243
9915,GFOD2,neurons,-4.22515423532167,0.014623079140339
9916,GFOD2,"subcellular,not specified",-4.86956525521374,0.007676701968697
9917,GFPT1,astrocytes,-1.70410203485645,0.181935684749454
9918,GFPT1,axon,-7.30272687402537,0.000673699175373
9919,GFPT1,cytoplasm,-4.07090008997498,0.017062024236941
9920,GFPT1,neurons,-2.82551183236909,0.059278308506396
9921,GFPT1,"subcellular,not specified",-2.37374453683724,0.093131338810306
9922,GFRA1,astrocytes,-3.40042257149121,0.033359170347129
9923,GFRA2,astrocytes,-4.49439552899844,0.011171431380906
9924,GFRA2,neurons,-4.58496544992579,0.010204102334152
9925,GGA1,astrocytes,-2.62751343104685,0.072257913321443
9926,GGA1,neurons,-2.26760346887269,0.103560067855238
9927,GGA1,"subcellular,not specified",-2.56802282937156,0.076687018951515
9928,GGA2,astrocytes,-4.17184972466565,0.015423704115737
9929,GGA2,neurons,-3.83279249270138,0.021649076253876
9930,GGA2,"subcellular,not specified",-4.5315972140647,0.010763470769227
9931,GGA3,astrocytes,-5.98476406277422,0.002516807457003
9932,GGA3,"subcellular,not specified",-3.15060759797189,0.042826097910036
9933,GGACT,astrocytes,-4.38138036448057,0.012508080988386
9934,GGACT,neurons,-3.40871972062238,0.033083529434068
9935,GGCT,astrocytes,-4.11997973044374,0.016244843714386
9936,GGCT,neurons,-3.97860277724499,0.018711765586051
9937,GGCT,"subcellular,not specified",-2.356770665445,0.09472563055161
9938,GGCX,astrocytes,-6.51091211659897,0.001487122674984
9939,GGCX,er,-4.30717783915899,0.013471514778596
9940,GGH,astrocytes,-3.74847639170568,0.023553604999366
9941,GGH,axon,-5.50492466019618,0.004066694953339
9942,GGH,lysosome,-1.94755670697723,0.142622113844411
9943,GGH,neurons,-2.33140728918403,0.097158920137129
9944,GGH,"subcellular,not specified",-4.21241711905451,0.014810526233055
9945,GGNBP2,neurons,-6.2128766927,0.002003465810941
9946,GGNBP2,"subcellular,not specified",-9.73824185780861,5.89841462491405E-05
9947,GGPS1,astrocytes,-3.80522613199227,0.022254164218532
9948,GGPS1,axon,-4.88905679897692,0.007528520035054
9949,GGPS1,neurons,-3.35980075860908,0.034742180335535
9950,GGPS1,"subcellular,not specified",-2.64072381792218,0.071309635679549
9951,GGT1,astrocytes,-3.46193413452129,0.031369031380196
9952,GGT1,neurons,-2.6948360746825,0.067553454588134
9953,GGT7,astrocytes,-1.79364444713618,0.166352799591166
9954,GGT7,axon,-3.58540500612412,0.027725436384443
9955,GGT7,endosome,-4.58772282147622,0.010176004588442
9956,GGT7,neurons,-1.71409242727299,0.180127125017311
9957,GH1,astrocytes,-5.13827981092703,0.005867774718745
9958,GH1,neurons,-3.59370628454137,0.027496232476727
9959,GHDC,astrocytes,-5.69535553798478,0.003361541810834
9960,GHITM,astrocytes,-2.48926149045694,0.082971218991666
9961,GHITM,neurons,-3.9610600223705,0.019042917670338
9962,GHITM,"subcellular,not specified",-4.97706087878312,0.006894295980281
9963,GID4,astrocytes,-4.34870166900743,0.012923580778248
9964,GID4,neurons,-3.96503720513038,0.018967330917283
9965,GID4,"subcellular,not specified",-3.84304445191286,0.021428264617089
9966,GID8,astrocytes,-2.70614503862405,0.066793798563551
9967,GID8,neurons,-2.75406875560557,0.063668282801721
9968,GID8,"subcellular,not specified",-1.68166992993339,0.186063004280808
9969,GIGYF1,astrocytes,-5.38589023586554,0.004580760549197
9970,GIGYF1,neurons,-4.43023246413719,0.01191172030313
9971,GIGYF1,"subcellular,not specified",-6.71930736713397,0.001207374191458
9972,GIGYF2,astrocytes,-2.87800949486258,0.056246610647837
9973,GIGYF2,large protein complex,-3.1084053083078,0.04467213685442
9974,GIGYF2,neurons,-2.57741909847634,0.07596982184985
9975,GINS1,astrocytes,-4.71699169340054,0.008942038520161
9976,GINS1,neurons,-3.97483481833255,0.018782403747229
9977,GINS1,"subcellular,not specified",-2.79573176562636,0.061070168927227
9978,GINS2,astrocytes,-4.75495555950567,0.008608927269759
9979,GINS2,"subcellular,not specified",-2.97218286218712,0.051191444414082
9980,GINS3,astrocytes,-4.4147193610055,0.012097948804904
9981,GINS3,neurons,-2.79153357110678,0.061327092305534
9982,GINS3,"subcellular,not specified",-1.98537201535484,0.137329515924291
9983,GINS4,astrocytes,-4.63847863531669,0.009672401689915
9984,GINS4,neurons,-3.1091217157004,0.044640144866351
9985,GINS4,"subcellular,not specified",-2.24921654791992,0.105481832158908
9986,GIPC1,astrocytes,-3.16028199192489,0.042413779050796
9987,GIPC1,axon,-4.74282998242005,0.008713950930444
9988,GIPC1,cytoplasm,-2.25064395781872,0.105331373755994
9989,GIPC1,endosome,-1.94221332818689,0.143386237505557
9990,GIPC1,neurons,-3.5745731236795,0.02802738744899
9991,GIT1,astrocytes,-2.52165707042084,0.080326389920432
9992,GIT1,axon,-3.22747506832762,0.039657504971228
9993,GIT1,large protein complex,-1.93841039029733,0.143932564626633
9994,GIT1,neurons,-1.73887530288707,0.175717918958165
9995,GIT1,"subcellular,not specified",-7.67287333230495,0.000465279
9996,GIT2,astrocytes,-4.48860710141581,0.011236283918479
9997,GIT2,large protein complex,-3.30140021940056,0.036831559014655
9998,GIT2,neurons,-3.54090507848754,0.0289870796238
9999,GIT2,"subcellular,not specified",-5.75618937009634,0.003163142226108
10000,GJA1,astrocytes,-1.61691454986318,0.198510248619416
10001,GJA1,er,-1.90495543052866,0.148829275716462
10002,GJA1,neurons,-4.13055220930264,0.016074000158955
10003,GJA1,"subcellular,not specified",-6.54945236489345,0.001430898994304
10004,GJB6,astrocytes,-4.81701373331881,0.00809091272154
10005,GJC1,neurons,-4.53805835123111,0.010694150692616
10006,GJC1,"subcellular,not specified",-6.18979646924239,0.002050243998528
10007,GJC3,astrocytes,-3.74717943333931,0.023584172862767
10008,GJC3,neurons,-4.56778757394256,0.010380901306522
10009,GK,astrocytes,-2.01198032285114,0.133723596391479
10010,GK,axon,-7.11304062807198,0.000814414890704
10011,GK,mitochondria,-3.14653248180679,0.043000975314777
10012,GK,neurons,-2.40020811582155,0.090699075412495
10013,GKAP1,astrocytes,-4.36630197817301,0.012698111743665
10014,GKAP1,large protein complex,-2.87742312021162,0.056279601906197
10015,GKAP1,neurons,-4.14919317332015,0.015777140769123
10016,GLA,astrocytes,-3.61462160734275,0.026927112311325
10017,GLA,lysosome,-3.0092605058322,0.049328143150367
10018,GLA,neurons,-4.65425749966112,0.009520979948961
10019,GLA,"subcellular,not specified",-5.54734710230982,0.003897783961625
10020,GLB1,astrocytes,-1.9498318449523,0.1422979977014
10021,GLB1,lysosome,-2.71075152835242,0.066486821203408
10022,GLB1,neurons,-2.09316153714,0.123296711838982
10023,GLB1L,astrocytes,-4.70243754318947,0.009073133969325
10024,GLB1L,neurons,-4.63946956542795,0.009662821763135
10025,GLB1L,"subcellular,not specified",-9.59017308752118,6.83975818164649E-05
10026,GLCCI1,astrocytes,-4.60726836571439,0.009979040199141
10027,GLCCI1,neurons,-5.93878526438038,0.002635228813857
10028,GLCCI1,"subcellular,not specified",-4.95422529247204,0.007053542596058
10029,GLCE,astrocytes,-4.95654081378515,0.007037228862531
10030,GLCE,neurons,-2.54174048588494,0.078729253320412
10031,GLCE,"subcellular,not specified",-4.86470077873195,0.007714136079741
10032,GLDC,astrocytes,-1.52942918537186,0.216659304325976
10033,GLDC,mitochondria,-2.10855969045121,0.121412712448079
10034,GLDC,neurons,-3.01596736623743,0.048998413142766
10035,GLE1,astrocytes,-4.76081748504939,0.008558610001217
10036,GLE1,neurons,-4.20947512963912,0.014854162802157
10037,GLE1,"subcellular,not specified",-2.72908121566518,0.065279239666145
10038,GLG1,astrocytes,-0.919155631526177,0.39885568010271
10039,GLG1,axon,-3.15578212172028,0.042605065610981
10040,GLG1,golgi,-1.59246651580369,0.203423245791549
10041,GLG1,neurons,-1.02571578090778,0.358539737637612
10042,GLI3,"subcellular,not specified",-4.8804654956091,0.007593478473862
10043,GLIPR1,neurons,-5.08005163834665,0.006219587838417
10044,GLIPR2,astrocytes,-2.12972291049425,0.118870226981929
10045,GLIPR2,neurons,-3.06750706528804,0.046537024133006
10046,GLIPR2,plasma membrane,-3.10784431757561,0.044697204539894
10047,GLMN,astrocytes,-4.43426978698012,0.011863725792511
10048,GLMN,neurons,-3.70046893411107,0.024711935483349
10049,GLMN,"subcellular,not specified",-2.99040336551452,0.050267156596231
10050,GLMP,astrocytes,-3.00460775436363,0.049558189500092
10051,GLMP,lysosome,-2.14599375236782,0.11695175819088
10052,GLMP,neurons,-5.44954954019673,0.004298240439274
10053,GLMP,"subcellular,not specified",-6.49327501026031,0.001513583879347
10054,GLO1,astrocytes,-1.15526590664562,0.314973772147893
10055,GLO1,axon,-2.20270623152392,0.110503704740398
10056,GLO1,large protein complex,0.923759806768619,2.51874259502634
10057,GLO1,neurons,-0.782059848076518,0.457462736399596
10058,GLO1,"subcellular,not specified",-7.77107259703291,0.000421760644896
10059,GLOD4,actin binding proteins,0.588908621469812,1.80202065515354
10060,GLOD4,astrocytes,0.614383367590312,1.84851639293255
10061,GLOD4,axon,-2.73348960837743,0.064992096526628
10062,GLOD4,neurons,0.173776437380481,1.18978954361811
10063,GLRA2,astrocytes,-4.81135301061011,0.008136843011587
10064,GLRA2,neurons,-4.40163272451431,0.012257310744737
10065,GLRA2,"subcellular,not specified",-8.04372577621351,0.000321110333375
10066,GLRB,astrocytes,-5.98729194408821,0.002510453301121
10067,GLRX,astrocytes,-2.96112030185855,0.051760896849715
10068,GLRX,axon,-1.47272591390752,0.229299581576209
10069,GLRX,neurons,-1.39104355572902,0.248815516245967
10070,GLRX,"subcellular,not specified",-2.70822120188715,0.066655267588991
10071,GLRX2,astrocytes,-4.07694279762361,0.016959234290157
10072,GLRX2,axon,-5.03819487055692,0.006485444825665
10073,GLRX2,mitochondria,-2.87285744729625,0.056537143638585
10074,GLRX2,neurons,-3.00223789129974,0.049675774898515
10075,GLRX3,actin binding proteins,0.804722173206701,2.2360751709189
10076,GLRX3,astrocytes,-1.17224824851838,0.309669943055815
10077,GLRX3,axon,-2.24307742219385,0.10613139020752
10078,GLRX3,neurons,-0.231273650804701,0.793522288308425
10079,GLRX3,"subcellular,not specified",-5.08734580860614,0.00617438616056
10080,GLRX5,astrocytes,-0.953365272193841,0.385441722119601
10081,GLRX5,neurons,-1.83534324795194,0.159558724162223
10082,GLRX5,"subcellular,not specified",-3.31688288676788,0.036265700044517
10083,GLS,astrocytes,-2.02042094699929,0.132599635911542
10084,GLS,axon,-2.68434202948462,0.068266096301068
10085,GLS,mitochondria,-1.47527941493674,0.228714811781534
10086,GLS,neurons,-0.299265266465817,0.741362724679365
10087,GLS,"subcellular,not specified",-5.24354689112503,0.005281490702329
10088,GLT1D1,astrocytes,-5.61394339874667,0.003646660729569
10089,GLT28D2,"subcellular,not specified",-4.28277336346092,0.013804324539796
10090,GLT8D1,astrocytes,-4.36815870226969,0.012674556727958
10091,GLT8D1,golgi,-2.35038433715932,0.095332515345485
10092,GLT8D1,neurons,-4.71408369430702,0.008968079805737
10093,GLT8D1,"subcellular,not specified",-5.26930367031261,0.005147193469066
10094,GLT8D2,er,-1.74759820110146,0.174191815137419
10095,GLTP,astrocytes,-3.59027077183226,0.027590858584381
10096,GLTP,neurons,-4.33189123327352,0.013142668119898
10097,GLTP,"subcellular,not specified",-3.35906291350993,0.034767824142445
10098,GLTSCR1,astrocytes,-6.54805648144149,0.001432897757227
10099,GLTSCR1,neurons,-5.88352261357124,0.00278495764613
10100,GLTSCR1,"subcellular,not specified",-3.44608357548499,0.031870209548103
10101,GLTSCR2,astrocytes,-3.92403582895655,0.01976118084755
10102,GLTSCR2,neurons,-4.1831199409227,0.015250851507614
10103,GLTSCR2,"subcellular,not specified",-2.82628058559112,0.05923275562744
10104,GLUD1,astrocytes,1.50751995602232,4.51551821246431
10105,GLUD1,axon,-1.92662661151426,0.145638666549661
10106,GLUD1,mitochondria,-0.160098654780087,0.85205972505483
10107,GLUD1,neurons,0.280778509043285,1.32416028192468
10108,GLUL,astrocytes,-0.404423366520393,0.667361522926006
10109,GLUL,neurons,-1.26611316975664,0.281925290695031
10110,GLUL,"subcellular,not specified",-1.87474846306297,0.153393546135423
10111,GLYATL3,neurons,-2.66123923084076,0.069861593438334
10112,GLYR1,astrocytes,-1.09287998320595,0.335249588854481
10113,GLYR1,axon,-4.82717782742083,0.008009092442172
10114,GLYR1,neurons,-0.32550132886368,0.722165220606349
10115,GLYR1,nuclear pore complex/nuclear,0.164983912577565,1.17937414546869
10116,GM10073,astrocytes,-3.89694457210112,0.020303853728663
10117,GM10220,"subcellular,not specified",-4.51225334496043,0.010973704752726
10118,GM10320,astrocytes,-0.124467985511911,0.882966528635319
10119,GM10724,astrocytes,0.854001114970086,2.34902680058287
10120,GM10767,astrocytes,-4.34991512685067,0.0129079080688
10121,GM10767,neurons,-3.24971461606065,0.038785274947012
10122,GM11992,astrocytes,-3.97490327083384,0.018781118088716
10123,GM13212,neurons,-4.60923113625603,0.009959472842402
10124,GM13889,astrocytes,-3.97568442654488,0.018766452839729
10125,GM13889,neurons,-2.29824844858949,0.100434606125449
10126,GM13889,"subcellular,not specified",-3.45586943453585,0.031559853198011
10127,GM14446,astrocytes,-5.41007143023892,0.004471320812427
10128,GM14446,neurons,-6.43208755757402,0.001609088261538
10129,GM15446,neurons,-4.81278047286668,0.00812523626137
10130,GM15446,"subcellular,not specified",-4.70870578819989,0.009016439216526
10131,GM16286,astrocytes,-3.96344351516904,0.018997583062026
10132,GM16286,neurons,-3.1626792289376,0.042312224943073
10133,GM16286,"subcellular,not specified",-3.2828134504153,0.037522540356165
10134,GM1673,"subcellular,not specified",-6.33687743248293,0.00176982
10135,GM17455,astrocytes,-7.0901920784932,0.000833237303269
10136,GM19313,astrocytes,-3.0930939038366,0.045361393286731
10137,GM20390,actin binding proteins,2.2696862008597,9.67636390293378
10138,GM2042,astrocytes,-4.99951306590238,0.006741228734157
10139,GM20425,astrocytes,-2.15405542799352,0.116012721243833
10140,GM20425,er,-1.46150470083589,0.231887091387166
10141,GM20431,large protein complex,0.297645332887308,1.34668407861681
10142,GM20441,astrocytes,0.082643382486596,1.0861543977931
10143,GM20441,neurons,-1.07728396582112,0.340519132405574
10144,GM20498,astrocytes,-2.32064977668039,0.098209750461678
10145,GM20498,mitochondria,-2.75266047213163,0.063758008957307
10146,GM20498,neurons,-2.69899822713232,0.067272871132243
10147,GM20518,neurons,-4.13265972837061,0.016040159569491
10148,GM20521,astrocytes,-1.28122288323515,0.277697501109531
10149,GM20521,neurons,-1.68632875213421,0.185198185907444
10150,GM20547,astrocytes,-2.62515041035714,0.072428862163896
10151,GM20547,neurons,-4.90124540450394,0.007437314835378
10152,GM20604,neurons,-2.08343000775817,0.124502434661046
10153,GM20604,"subcellular,not specified",-2.7502528357676,0.0639117
10154,GM20695,"subcellular,not specified",-9.05877875516765,0.000116365
10155,GM21992,large protein complex,-0.266105670663087,0.76635814164919
10156,GM266,astrocytes,-4.59549704824595,0.010097200737565
10157,GM28042,"subcellular,not specified",-4.03830518772111,0.017627322115625
10158,GM29609,nuclear pore complex/nuclear,-2.6859145488942,0.068158830900185
10159,GM2A,astrocytes,-2.18526051240681,0.112448435625598
10160,GM2A,er,-4.61839451737806,0.009868627258997
10161,GM2A,neurons,-3.19979196347881,0.040770684887617
10162,GM2A,"subcellular,not specified",-2.25176380315332,0.105213484929452
10163,GM340,astrocytes,-4.14044052559286,0.015915838625702
10164,GM340,neurons,-5.44788400695508,0.004305405266579
10165,GM340,"subcellular,not specified",-4.19924207596133,0.015006946636808
10166,GM3839,large protein complex,-0.243404329762894,0.783954473555065
10167,GM43738,large protein complex,-0.325415145131883,0.722227462182102
10168,GM43951,"subcellular,not specified",-5.8360101530775,0.00292047164619
10169,GM4613,astrocytes,-3.32500572397302,0.035972312848292
10170,GM4951,neurons,-4.97590414582415,0.00690227545384
10171,GM5093,large protein complex,-1.23625639630011,0.290469588098307
10172,GM5141,"subcellular,not specified",-6.48657742434178,0.001523755261254
10173,GM5167,astrocytes,-6.03254745787379,0.002399373882696
10174,GM5409,astrocytes,-1.24732194881181,0.287273099689809
10175,GM5423,"subcellular,not specified",-3.38224350482896,0.033971154727209
10176,GM5483,astrocytes,-7.58114249583175,0.000509978242035
10177,GM5483,neurons,-8.10100364958094,0.000303234643978
10178,GM5519,"subcellular,not specified",-4.91181834835864,0.007359094760091
10179,GM561,astrocytes,-4.05533464652737,0.0173296798958
10180,GM561,neurons,-1.3965696721259,0.247444324912744
10181,GM561,"subcellular,not specified",-4.63209222592634,0.009734371277848
10182,GM6421,astrocytes,-3.85581949747018,0.021156258703671
10183,GM6710,astrocytes,-5.61641958534727,0.003637642087662
10184,GM6710,"subcellular,not specified",-4.88248180122647,0.007578183125789
10185,GM7694,"subcellular,not specified",-4.54153173135935,0.010657070276582
10186,GM9242,large protein complex,0.171047362423901,1.18654694543031
10187,GM996,astrocytes,-6.58078599893875,0.001386758875353
10188,GM996,neurons,-5.22125504387538,0.005400546947995
10189,GMCL1,astrocytes,-6.13953720431088,0.002155921138465
10190,GMCL1,"subcellular,not specified",-4.71162762079194,0.008990133140249
10191,GMDS,astrocytes,-3.62167884915895,0.02673775014157
10192,GMDS,"subcellular,not specified",-1.72212837922198,0.178685432539981
10193,GMEB1,astrocytes,-5.67409867559409,0.003433762515907
10194,GMEB1,neurons,-3.66532525010281,0.025595844878526
10195,GMEB1,"subcellular,not specified",-3.46085351036249,0.031402947835514
10196,GMEB2,astrocytes,-5.10549866351136,0.006063314607417
10197,GMEB2,neurons,-4.6901710690717,0.009185114732787
10198,GMEB2,"subcellular,not specified",-3.40150939296996,0.033322934578755
10199,GMFB,actin binding proteins,0.099683496696804,1.10482118317853
10200,GMFB,astrocytes,-0.611224456894644,0.542685966511988
10201,GMFB,axon,-1.22209624736123,0.294611939670655
10202,GMFB,neurons,0.275978229403921,1.31781917400606
10203,GMFG,astrocytes,-4.61341236932988,0.009917916903231
10204,GMFG,neurons,-4.28176645825329,0.013818231186225
10205,GMIP,astrocytes,-6.71905425954843,0.001207679825702
10206,GMIP,neurons,-4.93573324240297,0.007185190527517
10207,GMIP,"subcellular,not specified",-4.41184492009368,0.01213277367093
10208,GMPPA,astrocytes,-4.21342441925779,0.014795615098225
10209,GMPPA,axon,-5.78397010409644,0.003076477196104
10210,GMPPA,neurons,-4.03329011043075,0.017715946541881
10211,GMPPA,"subcellular,not specified",-2.79550216003439,0.061084192589409
10212,GMPPB,astrocytes,-2.66976704166488,0.069268360071748
10213,GMPPB,neurons,-3.05992968803866,0.046890992101706
10214,GMPPB,"subcellular,not specified",-1.79689726365676,0.16581256357707
10215,GMPR,astrocytes,-1.81071727460723,0.163536793934568
10216,GMPR,axon,-5.64221541807605,0.003545006029774
10217,GMPR,neurons,-2.86166676351321,0.057173386290421
10218,GMPR,"subcellular,not specified",-3.6677213435074,0.025534588261024
10219,GMPR2,astrocytes,-4.02107414560438,0.017933691194385
10220,GMPR2,"subcellular,not specified",-1.34525280785302,0.260473849700886
10221,GMPS,astrocytes,-1.11138571592441,0.329102602239673
10222,GMPS,axon,-3.70742012862362,0.024540753661372
10223,GMPS,large protein complex,0.150332186094434,1.16222025201766
10224,GMPS,neurons,-0.533385138414178,0.5866158290424
10225,GNA11,astrocytes,-1.59454191168617,0.203001499821138
10226,GNA11,axon,-3.41458812687348,0.032889950398882
10227,GNA11,neurons,-1.5844130723999,0.205068117940683
10228,GNA11,plasma membrane,-1.48268241950733,0.227027886845305
10229,GNA12,astrocytes,-4.26520438172149,0.014048995481718
10230,GNA12,endosome,-4.60141303033113,0.010037642226141
10231,GNA12,neurons,-4.40273405005103,0.01224381888623
10232,GNA13,astrocytes,-1.58836049987221,0.204260222022565
10233,GNA13,axon,-5.3267007700799,0.004860078105638
10234,GNA13,neurons,-2.24260511440873,0.106181528728836
10235,GNA13,plasma membrane,-2.25316723098097,0.105065928963152
10236,GNA14,"subcellular,not specified",-8.18630430837829,0.000278441017223
10237,GNAI1,astrocytes,-3.08086524396928,0.045919507878068
10238,GNAI1,axon,-1.16655038709023,0.311439435854888
10239,GNAI1,cytoplasm,-2.3717830497375,0.09331419400539
10240,GNAI1,neurons,-0.205406425024785,0.814316290628789
10241,GNAI1,plasma membrane,-3.59976983776876,0.027330012060005
10242,GNAI2,astrocytes,0.287641758343312,1.33327958227218
10243,GNAI2,axon,-2.05113396354265,0.128589005637582
10244,GNAI2,neurons,-0.027384740479314,0.972986822085502
10245,GNAI2,plasma membrane,0.225112312981711,1.25246337618901
10246,GNAI3,astrocytes,-1.89659980163748,0.150078047785075
10247,GNAI3,axon,-3.49895990934744,0.030228807777804
10248,GNAI3,neurons,-1.74837127048983,0.174057204815695
10249,GNAI3,plasma membrane,-2.09056875515638,0.123616808122696
10250,GNAL,astrocytes,-5.82352118102277,0.002957174045534
10251,GNAL,axon,-7.12326151453967,0.000806133243552
10252,GNAL,neurons,-5.08116913108599,0.0062126413762
10253,GNAO1,astrocytes,-0.904959793352051,0.404558150703164
10254,GNAO1,axon,0.510374284379161,1.66591460408578
10255,GNAO1,neurons,0.315857368919247,1.37143463247159
10256,GNAO1,plasma membrane,-0.087235715790397,0.916461045831192
10257,GNAO1,"subcellular,not specified",-4.33822292865916,0.013059715640855
10258,GNAQ,astrocytes,-1.42988696313172,0.2393359745038
10259,GNAQ,axon,-1.97582558486686,0.138646800279637
10260,GNAQ,neurons,-0.172522966101552,0.841538961720586
10261,GNAQ,plasma membrane,-1.36609683743754,0.255100718463843
10262,GNAS,astrocytes,-0.716843468225557,0.488291132400641
10263,GNAS,axon,-3.66576952438665,0.025584475828548
10264,GNAS,endosome,-0.609184377229802,0.543794219194172
10265,GNAS,neurons,-0.67086800915411,0.511264602771851
10266,GNAS,plasma membrane,-1.57978322076483,0.206019754169204
10267,GNAS,"subcellular,not specified",-3.18302216476847,0.041460166139095
10268,GNAZ,astrocytes,-3.75874302660352,0.023313025818775
10269,GNAZ,axon,-2.9541547936859,0.05212269639577
10270,GNAZ,neurons,-2.84087852352114,0.058374360182681
10271,GNAZ,plasma membrane,-4.7664144119443,0.008510841888732
10272,GNB1,astrocytes,-0.493633377112884,0.610404530343965
10273,GNB1,axon,0.44067304163254,1.55375260686802
10274,GNB1,neurons,0.46510346687382,1.59217891814017
10275,GNB1,plasma membrane,0.257101379420812,1.29317622157043
10276,GNB2,astrocytes,-0.609570928105047,0.543584055684851
10277,GNB2,axon,-0.276328460886899,0.758563731321388
10278,GNB2,neurons,0.408905210400769,1.50516903935331
10279,GNB2,plasma membrane,-1.07736440747747,0.340491741584241
10280,GNB4,astrocytes,-4.34100051830077,0.013023491441239
10281,GNB4,axon,-3.24357643737523,0.039024078053282
10282,GNB4,neurons,-2.11880661517429,0.120174957942101
10283,GNB4,"subcellular,not specified",-4.20750592406287,0.014883442521809
10284,GNB5,astrocytes,-2.42973109503717,0.088060509306817
10285,GNB5,axon,-3.92818419839247,0.0196793739688
10286,GNB5,neurons,-1.70802774090829,0.181222858818779
10287,GNB5,"subcellular,not specified",-5.02122808020217,0.006596420799191
10288,GNE,astrocytes,-4.92058582305903,0.007294856099873
10289,GNE,axon,-9.19700874736678,0.000101342088695
10290,GNE,neurons,-4.13954164194737,0.015930151544608
10291,GNE,"subcellular,not specified",-3.33966799972194,0.035448724754637
10292,GNG10,astrocytes,-2.45280734257042,0.086051670569762
10293,GNG10,"subcellular,not specified",-3.02302988244794,0.048653580183168
10294,GNG11,neurons,-3.4901530946317,0.030496203008847
10295,GNG12,astrocytes,-1.38976197339771,0.249134598236591
10296,GNG12,neurons,-2.88163057500378,0.056043305477317
10297,GNG12,plasma membrane,-1.51284429438909,0.220282537684002
10298,GNG13,astrocytes,-3.60724897419005,0.027126369655345
10299,GNG13,neurons,-3.51647541283901,0.029703945025918
10300,GNG2,astrocytes,-2.41342551009111,0.089508157724871
10301,GNG2,neurons,-5.24552956476245,0.005271029603846
10302,GNG2,plasma membrane,1.26815818413817,3.55430016363278
10303,GNG3,astrocytes,-3.956586901197,0.019128289746044
10304,GNG3,endosome,-2.31466862358315,0.098798918209665
10305,GNG3,neurons,-4.82013956899854,0.008065661344262
10306,GNG4,astrocytes,-4.5542322632194,0.010522575700191
10307,GNG4,neurons,-8.12364965203148,0.000296444763488
10308,GNG5,astrocytes,-1.06754896148221,0.343850275676375
10309,GNG5,plasma membrane,-1.29428084475781,0.274094910261218
10310,GNG7,astrocytes,-3.43147745156065,0.032339125967445
10311,GNG7,axon,-3.81602420879074,0.02201515478765
10312,GNG7,neurons,-3.55455865230679,0.02859399202423
10313,GNG7,plasma membrane,-2.58392379975136,0.075477264558541
10314,GNL1,astrocytes,-2.401281997171,0.090601727646328
10315,GNL1,axon,-5.9465847198633,0.002614755408529
10316,GNL1,neurons,-2.65143980805017,0.070549562071627
10317,GNL1,"subcellular,not specified",-2.21969818718549,0.108641893392927
10318,GNL2,astrocytes,-4.88808607779877,0.0075358316771
10319,GNL2,large protein complex,-2.57314801680294,0.076294989077265
10320,GNL2,neurons,-4.42176145873387,0.012013053139732
